,delta_time
84246,1
84247,20
84248,16
84249,16
84250,1
84251,12
84252,13
84253,5
84254,16
84255,21
84256,34
84257,14
84258,12
84259,15
84260,9
84261,1
84262,14
84263,3
84264,9
84265,10
84266,2
84267,13
84268,14
84269,13
84270,27
84271,16
84272,22
84273,15
84274,9
84275,2
84276,14
84277,2
84278,14
84279,12
84280,3
84281,68
84282,12
84283,1
84284,3
84285,1
84286,12
84287,19
84288,15
84289,15
84290,19
84291,2
84292,3
84293,22
84294,10
84295,2
84296,12
84297,25
84298,9
84299,13
84300,2
84301,15
84302,3
84303,19
84304,2
84305,13
84306,10
84307,2
84308,2
84309,13
84310,27
84311,5
84312,12
84313,14
84314,12
84315,20
84316,2
84317,13
84318,29
84319,23
84320,12
84321,2
84322,9
84323,16
84324,2
84325,13
84326,16
84327,5
84328,2
84329,10
84330,14
84331,13
84332,2
84333,13
84334,10
84335,2
84336,12
84337,15
84338,2
84339,48
84340,3
84341,13
84342,15
84343,12
84344,12
84345,2
84346,30
84347,30
84348,21
84349,15
84350,13
84351,2
84352,15
84353,2
84354,12
84355,13
84356,9
84357,14
84358,1
84359,22
84360,12
84361,28
84362,11
84363,25
84364,25
84365,11
84366,1
84367,11
84368,8
84369,9
84370,25
84371,1
84372,21
84373,18
84374,11
84375,14
84376,8
84377,2
84378,1
84379,1
84380,2
84381,19
84382,8
84383,11
84384,9
84385,19
84386,12
84387,11
84388,14
84389,2
84390,12
84391,20
84392,14
84393,8
84394,8
84395,12
84396,2
84397,1
84398,11
84399,14
84400,12
84401,13
84402,2
84403,15
84404,12
84405,11
84406,12
84407,11
84408,9
84409,11
84410,13
84411,11
84412,11
84413,11
84414,20
84415,12
84416,9
84417,8
84418,12
84419,29
84420,12
84421,11
84422,8
84423,4
84424,13
84425,4
84426,8
84427,11
84428,22
84429,28
84430,12
84431,13
84432,13
84433,8
84434,42
84435,12
84436,9
84437,25
84438,8
84439,12
84440,15
84441,11
84442,18
84443,14
84444,4
84445,8
84446,12
84447,13
84448,11
84449,8
84450,13
84451,14
84452,8
84453,14
84454,14
84455,4
84456,3
84457,8
84458,13
84459,16
84460,27
84461,27
84462,11
84463,13
84464,25
84465,19
84466,32
84467,8
84468,8
84469,18
84470,9
84471,11
84472,8
84473,13
84474,8
84475,7
84476,25
84477,27
84478,10
84479,19
84480,14
84481,13
84482,10
84483,12
84484,10
84485,12
84486,11
84487,11
84488,14
84489,14
84490,10
84491,19
84492,12
84493,11
84494,7
84495,13
84496,7
84497,10
84498,7
84499,13
84500,14
84501,10
84502,11
84503,18
84504,7
84505,8
84506,11
84507,20
84508,13
84509,10
84510,17
84511,7
84512,11
84513,7
84514,13
84515,7
84516,12
84517,11
84518,20
84519,8
84520,10
84521,11
84522,11
84523,17
84524,10
84525,10
84526,26
84527,14
84528,12
84529,11
84530,7
84531,12
84532,11
84533,10
84534,7
84535,12
84536,10
84537,10
84538,11
84539,11
84540,7
84541,7
84542,10
84543,11
84544,4
84545,10
84546,12
84547,10
84548,19
84549,13
84550,12
84551,11
84552,11
84553,10
84554,10
84555,7
84556,12
84557,10
84558,14
84559,11
84560,11
84561,10
84562,25
84563,3
84564,11
84565,12
84566,8
84567,12
84568,11
84569,12
84570,13
84571,26
84572,13
84573,14
84574,10
84575,11
84576,8
84577,12
84578,11
84579,14
84580,12
84581,31
84582,20
84583,12
84584,10
84585,12
84586,11
84587,11
84588,10
84589,14
84590,10
84591,11
84592,10
84593,10
84594,38
84595,11
84596,11
84597,12
84598,13
84599,10
84600,17
84601,11
84602,14
84603,10
84604,7
84605,14
84606,13
84607,20
84608,8
84609,27
84610,10
84611,13
84612,7
84613,7
84614,7
84615,7
84616,10
84617,10
84618,7
84619,10
84620,13
84621,11
84622,11
84623,17
84624,11
84625,10
84626,10
84627,11
84628,12
84629,13
84630,12
84631,11
84632,7
84633,12
84634,10
84635,11
84636,13
84637,13
84638,10
84639,11
84640,12
84641,25
84642,6
84643,9
84644,9
84645,11
84646,20
84647,11
84648,6
84649,9
84650,13
84651,6
84652,10
84653,6
84654,12
84655,12
84656,18
84657,9
84658,10
84659,20
84660,12
84661,10
84662,7
84663,6
84664,16
84665,9
84666,19
84667,6
84668,9
84669,32
84670,11
84671,24
84672,12
84673,6
84674,16
84675,16
84676,10
84677,9
84678,10
84679,11
84680,9
84681,6
84682,9
84683,9
84684,6
84685,9
84686,6
84687,11
84688,7
84689,6
84690,9
84691,10
84692,12
84693,12
84694,9
84695,32
84696,7
84697,24
84698,11
84699,25
84700,9
84701,12
84702,9
84703,11
84704,9
84705,10
84706,10
84707,19
84708,10
84709,22
84710,10
84711,9
84712,17
84713,24
84714,7
84715,9
84716,6
84717,11
84718,10
84719,10
84720,9
84721,10
84722,10
84723,11
84724,18
84725,12
84726,6
84727,16
84728,13
84729,13
84730,9
84731,6
84732,17
84733,10
84734,13
84735,12
84736,16
84737,9
84738,12
84739,11
84740,10
84741,24
84742,13
84743,6
84744,9
84745,6
84746,12
84747,9
84748,18
84749,9
84750,9
84751,10
84752,6
84753,10
84754,10
84755,6
84756,10
84757,25
84758,9
84759,17
84760,9
84761,9
84762,9
84763,10
84764,11
84765,12
84766,16
84767,25
84768,10
84769,13
84770,7
84771,9
84772,13
84773,6
84774,10
84775,11
84776,37
84777,10
84778,9
84779,13
84780,11
84781,10
84782,8
84783,9
84784,3
84785,5
84786,10
84787,68
84788,9
84789,15
84790,12
84791,9
84792,9
84793,8
84794,12
84795,17
84796,8
84797,9
84798,5
84799,11
84800,18
84801,25
84802,9
84803,13
84804,10
84805,23
84806,13
84807,5
84808,8
84809,12
84810,5
84811,25
84812,39
84813,33
84814,9
84815,12
84816,5
84817,17
84818,8
84819,9
84820,5
84821,5
84822,5
84823,6
84824,5
84825,8
84826,5
84827,8
84828,9
84829,10
84830,9
84831,12
84832,12
84833,8
84834,6
84835,10
84836,6
84837,5
84838,10
84839,12
84840,8
84841,11
84842,11
84843,10
84844,8
84845,9
84846,8
84847,15
84848,13
84849,16
84850,9
84851,15
84852,10
84853,11
84854,15
84855,29
84856,9
84857,5
84858,9
84859,5
84860,16
84861,16
84862,10
84863,8
84864,11
84865,17
84866,5
84867,10
84868,15
84869,8
84870,17
84871,8
84872,5
84873,12
84874,8
84875,5
84876,5
84877,22
84878,10
84879,8
84880,9
84881,8
84882,11
84883,8
84884,8
84885,8
84886,10
84887,12
84888,5
84889,8
84890,5
84891,6
84892,8
84893,8
84894,31
84895,12
84896,12
84897,11
84898,9
84899,6
84900,8
84901,8
84902,10
84903,16
84904,9
84905,22
84906,9
84907,9
84908,5
84909,4
84910,10
84911,15
84912,13
84913,9
84914,16
84915,12
84916,9
84917,11
84918,8
84919,8
84920,16
84921,8
84922,11
84923,19
84924,31
84925,9
84926,10
84927,17
84928,9
84929,7
84930,10
84931,8
84932,12
84933,7
84934,18
84935,9
84936,4
84937,30
84938,8
84939,7
84940,9
84941,9
84942,7
84943,12
84944,11
84945,4
84946,7
84947,4
84948,4
84949,8
84950,4
84951,18
84952,7
84953,9
84954,7
84955,8
84956,4
84957,16
84958,7
84959,8
84960,11
84961,14
84962,9
84963,9
84964,25
84965,4
84966,10
84967,4
84968,7
84969,8
84970,7
84971,25
84972,8
84973,8
84974,10
84975,9
84976,2
84977,7
84978,10
84979,4
84980,7
84981,14
84982,7
84983,14
84984,9
84985,4
84986,4
84987,11
84988,7
84989,10
84990,4
84991,8
84992,9
84993,7
84994,5
84995,9
84996,12
84997,11
84998,10
84999,18
85000,4
85001,4
85002,7
85003,8
85004,25
85005,8
85006,7
85007,10
85008,11
85009,7
85010,14
85011,9
85012,4
85013,7
85014,9
85015,28
85016,9
85017,7
85018,4
85019,7
85020,10
85021,8
85022,7
85023,7
85024,10
85025,18
85026,7
85027,11
85028,10
85029,11
85030,7
85031,8
85032,8
85033,9
85034,12
85035,4
85036,8
85037,19
85038,8
85039,9
85040,7
85041,7
85042,10
85043,4
85044,10
85045,10
85046,8
85047,7
85048,18
85049,7
85050,14
85051,11
85052,7
85053,9
85054,4
85055,8
85056,7
85057,7
85058,21
85059,25
85060,4
85061,7
85062,5
85063,5
85064,32
85065,8
85066,7
85067,10
85068,11
85069,7
85070,8
85071,7
85072,9
85073,11
85074,7
85075,7
85076,5
85077,9
85078,10
85079,10
85080,7
85081,7
85082,14
85083,8
85084,4
85085,9
85086,23
85087,7
85088,10
85089,7
85090,7
85091,8
85092,7
85093,7
85094,22
85095,5
85096,14
85097,9
85098,8
85099,9
85100,14
85101,5
85102,11
85103,11
85104,16
85105,11
85106,4
85107,4
85108,4
85109,7
85110,8
85111,21
85112,7
85113,16
85114,8
85115,10
85116,7
85117,10
85118,10
85119,10
85120,4
85121,5
85122,7
85123,8
85124,10
85125,4
85126,4
85127,8
85128,16
85129,4
85130,7
85131,10
85132,10
85133,16
85134,8
85135,8
85136,7
85137,7
85138,23
85139,9
85140,10
85141,8
85142,9
85143,16
85144,8
85145,9
85146,10
85147,16
85148,10
85149,22
85150,8
85151,7
85152,7
85153,8
85154,8
85155,4
85156,5
85157,5
85158,13
85159,16
85160,17
85161,42
85162,6
85163,9
85164,7
85165,7
85166,13
85167,8
85168,6
85169,3
85170,10
85171,10
85172,3
85173,15
85174,8
85175,6
85176,7
85177,13
85178,29
85179,8
85180,6
85181,10
85182,6
85183,6
85184,7
85185,7
85186,3
85187,7
85188,6
85189,6
85190,7
85191,28
85192,8
85193,15
85194,6
85195,7
85196,8
85197,3
85198,6
85199,7
85200,3
85201,9
85202,9
85203,7
85204,7
85205,7
85206,6
85207,7
85208,6
85209,3
85210,8
85211,8
85212,7
85213,15
85214,4
85215,8
85216,7
85217,3
85218,6
85219,9
85220,8
85221,13
85222,9
85223,7
85224,8
85225,6
85226,13
85227,10
85228,8
85229,8
85230,8
85231,3
85232,6
85233,16
85234,8
85235,6
85236,9
85237,7
85238,7
85239,8
85240,7
85241,9
85242,13
85243,9
85244,10
85245,9
85246,13
85247,24
85248,6
85249,2
85250,9
85251,34
85252,9
85253,4
85254,3
85255,14
85256,9
85257,10
85258,13
85259,7
85260,14
85261,3
85262,8
85263,9
85264,3
85265,7
85266,8
85267,7
85268,6
85269,7
85270,9
85271,6
85272,6
85273,10
85274,9
85275,8
85276,4
85277,9
85278,8
85279,6
85280,27
85281,7
85282,13
85283,7
85284,4
85285,6
85286,7
85287,20
85288,8
85289,7
85290,8
85291,8
85292,7
85293,6
85294,31
85295,3
85296,15
85297,11
85298,6
85299,24
85300,10
85301,8
85302,27
85303,7
85304,4
85305,7
85306,10
85307,9
85308,8
85309,7
85310,6
85311,8
85312,7
85313,8
85314,7
85315,6
85316,8
85317,7
85318,8
85319,13
85320,7
85321,7
85322,7
85323,23
85324,8
85325,10
85326,9
85327,7
85328,9
85329,7
85330,18
85331,15
85332,9
85333,9
85334,3
85335,16
85336,3
85337,28
85338,14
85339,7
85340,10
85341,7
85342,8
85343,4
85344,27
85345,6
85346,9
85347,7
85348,3
85349,9
85350,6
85351,15
85352,6
85353,6
85354,10
85355,17
85356,7
85357,14
85358,7
85359,3
85360,6
85361,9
85362,10
85363,11
85364,13
85365,8
85366,21
85367,13
85368,6
85369,16
85370,7
85371,20
85372,6
85373,7
85374,5
85375,2
85376,7
85377,7
85378,8
85379,9
85380,2
85381,6
85382,9
85383,5
85384,8
85385,13
85386,8
85387,13
85388,10
85389,5
85390,7
85391,7
85392,12
85393,6
85394,5
85395,5
85396,2
85397,6
85398,5
85399,12
85400,15
85401,8
85402,6
85403,6
85404,6
85405,26
85406,5
85407,10
85408,6
85409,2
85410,5
85411,13
85412,8
85413,8
85414,7
85415,6
85416,30
85417,6
85418,5
85419,14
85420,5
85421,2
85422,6
85423,14
85424,13
85425,6
85426,7
85427,6
85428,6
85429,7
85430,13
85431,12
85432,12
85433,14
85434,8
85435,6
85436,13
85437,5
85438,17
85439,5
85440,13
85441,19
85442,2
85443,6
85444,6
85445,3
85446,7
85447,8
85448,5
85449,12
85450,2
85451,2
85452,2
85453,14
85454,12
85455,7
85456,5
85457,5
85458,13
85459,6
85460,6
85461,9
85462,6
85463,7
85464,12
85465,2
85466,12
85467,23
85468,12
85469,8
85470,22
85471,6
85472,17
85473,19
85474,5
85475,5
85476,13
85477,13
85478,3
85479,8
85480,8
85481,2
85482,8
85483,61
85484,9
85485,7
85486,8
85487,9
85488,13
85489,14
85490,5
85491,5
85492,14
85493,7
85494,9
85495,6
85496,9
85497,5
85498,7
85499,3
85500,8
85501,2
85502,8
85503,9
85504,7
85505,7
85506,5
85507,7
85508,6
85509,3
85510,7
85511,2
85512,2
85513,5
85514,9
85515,13
85516,20
85517,12
85518,6
85519,7
85520,5
85521,7
85522,13
85523,12
85524,7
85525,7
85526,5
85527,6
85528,14
85529,2
85530,2
85531,5
85532,6
85533,9
85534,12
85535,19
85536,8
85537,3
85538,9
85539,10
85540,7
85541,5
85542,5
85543,5
85544,7
85545,3
85546,5
85547,6
85548,5
85549,5
85550,6
85551,5
85552,9
85553,9
85554,7
85555,15
85556,19
85557,12
85558,12
85559,5
85560,12
85561,10
85562,2
85563,5
85564,6
85565,6
85566,7
85567,12
85568,8
85569,2
85570,8
85571,16
85572,14
85573,22
85574,6
85575,6
85576,8
85577,5
85578,6
85579,2
85580,8
85581,12
85582,3
85583,6
85584,6
85585,14
85586,7
85587,8
85588,2
85589,13
85590,7
85591,13
85592,5
85593,16
85594,6
85595,2
85596,8
85597,9
85598,5
85599,23
85600,9
85601,14
85602,7
85603,6
85604,14
85605,5
85606,21
85607,12
85608,6
85609,6
85610,14
85611,6
85612,7
85613,8
85614,5
85615,28
85616,9
85617,2
85618,2
85619,7
85620,2
85621,6
85622,9
85623,13
85624,9
85625,19
85626,7
85627,34
85628,8
85629,2
85630,5
85631,9
85632,8
85633,6
85634,8
85635,9
85636,5
85637,7
85638,4
85639,8
85640,21
85641,8
85642,6
85643,12
85644,12
85645,8
85646,28
85647,6
85648,12
85649,6
85650,6
85651,6
85652,6
85653,2
85654,8
85655,7
85656,7
85657,5
85658,5
85659,7
85660,6
85661,12
85662,10
85663,6
85664,9
85665,6
85666,7
85667,8
85668,11
85669,18
85670,8
85671,4
85672,12
85673,6
85674,18
85675,1
85676,6
85677,4
85678,27
85679,22
85680,8
85681,12
85682,8
85683,8
85684,11
85685,13
85686,7
85687,33
85688,5
85689,14
85690,6
85691,5
85692,5
85693,14
85694,1
85695,6
85696,7
85697,7
85698,4
85699,7
85700,6
85701,14
85702,20
85703,7
85704,13
85705,6
85706,4
85707,7
85708,11
85709,2
85710,5
85711,5
85712,8
85713,12
85714,8
85715,11
85716,14
85717,8
85718,5
85719,5
85720,6
85721,8
85722,4
85723,7
85724,5
85725,7
85726,7
85727,7
85728,1
85729,12
85730,15
85731,7
85732,5
85733,12
85734,7
85735,4
85736,5
85737,4
85738,8
85739,6
85740,7
85741,5
85742,6
85743,5
85744,4
85745,7
85746,5
85747,7
85748,7
85749,4
85750,7
85751,9
85752,7
85753,7
85754,7
85755,5
85756,6
85757,6
85758,4
85759,6
85760,34
85761,4
85762,4
85763,8
85764,4
85765,8
85766,4
85767,5
85768,5
85769,4
85770,8
85771,12
85772,9
85773,8
85774,7
85775,9
85776,8
85777,7
85778,14
85779,5
85780,7
85781,7
85782,6
85783,4
85784,11
85785,7
85786,8
85787,20
85788,11
85789,8
85790,5
85791,21
85792,12
85793,7
85794,12
85795,6
85796,6
85797,12
85798,8
85799,21
85800,8
85801,4
85802,8
85803,6
85804,8
85805,11
85806,5
85807,15
85808,15
85809,8
85810,12
85811,8
85812,28
85813,7
85814,9
85815,8
85816,6
85817,8
85818,9
85819,4
85820,28
85821,6
85822,8
85823,6
85824,6
85825,7
85826,4
85827,14
85828,15
85829,4
85830,14
85831,18
85832,8
85833,6
85834,6
85835,15
85836,13
85837,12
85838,6
85839,13
85840,6
85841,11
85842,5
85843,6
85844,8
85845,6
85846,19
85847,8
85848,8
85849,6
85850,11
85851,8
85852,5
85853,11
85854,11
85855,6
85856,5
85857,6
85858,9
85859,6
85860,13
85861,18
85862,2
85863,11
85864,7
85865,4
85866,4
85867,11
85868,8
85869,11
85870,11
85871,7
85872,9
85873,14
85874,5
85875,7
85876,2
85877,22
85878,5
85879,20
85880,8
85881,5
85882,11
85883,5
85884,8
85885,7
85886,7
85887,6
85888,9
85889,14
85890,15
85891,11
85892,5
85893,12
85894,8
85895,25
85896,13
85897,8
85898,5
85899,6
85900,8
85901,6
85902,11
85903,11
85904,11
85905,13
85906,12
85907,11
85908,11
85909,8
85910,11
85911,14
85912,21
85913,7
85914,13
85915,11
85916,5
85917,7
85918,7
85919,25
85920,5
85921,7
85922,8
85923,4
85924,7
85925,10
85926,4
85927,1
85928,5
85929,6
85930,6
85931,8
85932,3
85933,10
85934,10
85935,10
85936,8
85937,14
85938,10
85939,19
85940,7
85941,8
85942,7
85943,7
85944,5
85945,6
85946,5
85947,17
85948,1
85949,3
85950,4
85951,16
85952,7
85953,4
85954,10
85955,19
85956,6
85957,14
85958,6
85959,5
85960,4
85961,17
85962,11
85963,7
85964,10
85965,13
85966,5
85967,15
85968,12
85969,8
85970,11
85971,24
85972,4
85973,11
85974,4
85975,10
85976,7
85977,5
85978,14
85979,10
85980,11
85981,5
85982,19
85983,11
85984,15
85985,14
85986,11
85987,18
85988,6
85989,4
85990,4
85991,4
85992,5
85993,8
85994,3
85995,6
85996,6
85997,11
85998,4
85999,5
86000,7
86001,11
86002,5
86003,10
86004,10
86005,4
86006,20
86007,5
86008,10
86009,3
86010,28
86011,12
86012,59
86013,5
86014,5
86015,10
86016,11
86017,6
86018,6
86019,10
86020,7
86021,6
86022,10
86023,6
86024,10
86025,17
86026,11
86027,21
86028,6
86029,11
86030,7
86031,6
86032,4
86033,12
86034,10
86035,3
86036,14
86037,4
86038,7
86039,13
86040,7
86041,13
86042,5
86043,8
86044,6
86045,8
86046,6
86047,14
86048,13
86049,7
86050,7
86051,18
86052,7
86053,5
86054,6
86055,5
86056,4
86057,7
86058,6
86059,7
86060,13
86061,6
86062,14
86063,7
86064,4
86065,12
86066,5
86067,5
86068,13
86069,4
86070,14
86071,10
86072,10
86073,5
86074,4
86075,7
86076,6
86077,10
86078,14
86079,13
86080,10
86081,11
86082,14
86083,17
86084,10
86085,12
86086,7
86087,7
86088,7
86089,10
86090,5
86091,4
86092,6
86093,6
86094,7
86095,39
86096,7
86097,17
86098,8
86099,11
86100,10
86101,5
86102,10
86103,7
86104,4
86105,10
86106,5
86107,6
86108,7
86109,7
86110,5
86111,13
86112,17
86113,6
86114,13
86115,11
86116,10
86117,13
86118,6
86119,10
86120,10
86121,14
86122,4
86123,10
86124,4
86125,8
86126,18
86127,11
86128,11
86129,6
86130,11
86131,8
86132,13
86133,5
86134,8
86135,7
86136,8
86137,5
86138,8
86139,4
86140,6
86141,27
86142,7
86143,6
86144,10
86145,6
86146,10
86147,14
86148,4
86149,13
86150,6
86151,11
86152,10
86153,10
86154,4
86155,7
86156,10
86157,5
86158,38
86159,5
86160,4
86161,16
86162,11
86163,13
86164,14
86165,10
86166,5
86167,9
86168,3
86169,5
86170,4
86171,5
86172,18
86173,19
86174,9
86175,19
86176,12
86177,11
86178,9
86179,5
86180,5
86181,5
86182,6
86183,10
86184,5
86185,14
86186,6
86187,12
86188,6
86189,9
86190,16
86191,4
86192,11
86193,9
86194,4
86195,5
86196,6
86197,9
86198,7
86199,6
86200,4
86201,5
86202,3
86203,9
86204,11
86205,17
86206,12
86207,7
86208,3
86209,20
86210,4
86211,5
86212,5
86213,6
86214,3
86215,11
86216,5
86217,5
86218,16
86219,16
86220,14
86221,33
86222,6
86223,5
86224,5
86225,11
86226,6
86227,9
86228,5
86229,17
86230,6
86231,6
86232,5
86233,5
86234,6
86235,9
86236,4
86237,5
86238,9
86239,10
86240,24
86241,4
86242,5
86243,19
86244,7
86245,13
86246,5
86247,9
86248,9
86249,4
86250,25
86251,5
86252,3
86253,5
86254,6
86255,17
86256,6
86257,6
86258,9
86259,16
86260,9
86261,10
86262,31
86263,3
86264,9
86265,9
86266,12
86267,7
86268,5
86269,5
86270,9
86271,3
86272,5
86273,13
86274,4
86275,5
86276,8
86277,11
86278,10
86279,9
86280,3
86281,15
86282,5
86283,12
86284,16
86285,4
86286,6
86287,10
86288,6
86289,7
86290,16
86291,15
86292,9
86293,4
86294,5
86295,16
86296,4
86297,4
86298,20
86299,5
86300,9
86301,9
86302,17
86303,9
86304,4
86305,3
86306,10
86307,21
86308,10
86309,5
86310,3
86311,10
86312,13
86313,10
86314,9
86315,6
86316,6
86317,20
86318,9
86319,6
86320,5
86321,5
86322,6
86323,5
86324,3
86325,10
86326,10
86327,9
86328,9
86329,6
86330,15
86331,12
86332,13
86333,6
86334,10
86335,12
86336,17
86337,7
86338,9
86339,6
86340,6
86341,8
86342,16
86343,4
86344,9
86345,6
86346,2
86347,9
86348,10
86349,8
86350,5
86351,12
86352,4
86353,5
86354,13
86355,8
86356,8
86357,67
86358,10
86359,9
86360,10
86361,4
86362,9
86363,8
86364,4
86365,17
86366,4
86367,9
86368,5
86369,4
86370,5
86371,5
86372,10
86373,16
86374,3
86375,5
86376,5
86377,3
86378,4
86379,13
86380,12
86381,8
86382,5
86383,19
86384,15
86385,9
86386,8
86387,4
86388,6
86389,11
86390,4
86391,4
86392,10
86393,16
86394,5
86395,6
86396,5
86397,9
86398,2
86399,4
86400,17
86401,6
86402,4
86403,3
86404,2
86405,12
86406,5
86407,9
86408,5
86409,2
86410,11
86411,8
86412,8
86413,18
86414,11
86415,3
86416,6
86417,6
86418,8
86419,9
86420,10
86421,3
86422,4
86423,4
86424,4
86425,3
86426,2
86427,3
86428,6
86429,3
86430,11
86431,11
86432,6
86433,16
86434,8
86435,5
86436,8
86437,5
86438,5
86439,4
86440,3
86441,5
86442,8
86443,9
86444,11
86445,4
86446,5
86447,9
86448,11
86449,4
86450,9
86451,2
86452,8
86453,2
86454,4
86455,4
86456,10
86457,12
86458,17
86459,10
86460,5
86461,3
86462,3
86463,4
86464,4
86465,4
86466,3
86467,4
86468,2
86469,11
86470,18
86471,4
86472,9
86473,5
86474,2
86475,8
86476,10
86477,19
86478,3
86479,15
86480,13
86481,2
86482,8
86483,6
86484,10
86485,5
86486,8
86487,2
86488,15
86489,5
86490,9
86491,6
86492,23
86493,5
86494,36
86495,3
86496,8
86497,5
86498,9
86499,31
86500,5
86501,5
86502,5
86503,4
86504,2
86505,6
86506,8
86507,9
86508,9
86509,8
86510,9
86511,5
86512,26
86513,8
86514,4
86515,16
86516,6
86517,9
86518,4
86519,6
86520,4
86521,13
86522,9
86523,4
86524,8
86525,5
86526,2
86527,8
86528,4
86529,10
86530,9
86531,4
86532,2
86533,13
86534,8
86535,3
86536,2
86537,4
86538,9
86539,5
86540,11
86541,10
86542,9
86543,8
86544,5
86545,8
86546,12
86547,4
86548,13
86549,9
86550,3
86551,5
86552,1
86553,4
86554,8
86555,7
86556,8
86557,11
86558,7
86559,17
86560,3
86561,10
86562,3
86563,4
86564,2
86565,4
86566,4
86567,4
86568,12
86569,5
86570,4
86571,3
86572,4
86573,2
86574,8
86575,9
86576,23
86577,8
86578,11
86579,8
86580,4
86581,8
86582,25
86583,4
86584,10
86585,13
86586,7
86587,16
86588,12
86589,3
86590,4
86591,4
86592,5
86593,14
86594,7
86595,2
86596,10
86597,4
86598,10
86599,59
86600,10
86601,2
86602,8
86603,21
86604,15
86605,21
86606,15
86607,7
86608,11
86609,28
86610,8
86611,9
86612,2
86613,10
86614,2
86615,10
86616,3
86617,3
86618,2
86619,4
86620,10
86621,8
86622,3
86623,16
86624,2
86625,4
86626,18
86627,8
86628,2
86629,10
86630,2
86631,7
86632,5
86633,8
86634,3
86635,3
86636,4
86637,7
86638,9
86639,3
86640,17
86641,9
86642,4
86643,8
86644,4
86645,5
86646,14
86647,8
86648,2
86649,7
86650,9
86651,14
86652,2
86653,10
86654,14
86655,4
86656,8
86657,2
86658,5
86659,9
86660,7
86661,7
86662,7
86663,7
86664,3
86665,5
86666,11
86667,2
86668,30
86669,10
86670,10
86671,10
86672,2
86673,11
86674,8
86675,8
86676,10
86677,7
86678,4
86679,3
86680,11
86681,9
86682,15
86683,14
86684,7
86685,8
86686,4
86687,4
86688,7
86689,21
86690,17
86691,15
86692,7
86693,7
86694,8
86695,4
86696,30
86697,8
86698,4
86699,4
86700,2
86701,8
86702,8
86703,4
86704,7
86705,5
86706,14
86707,7
86708,17
86709,8
86710,8
86711,9
86712,7
86713,7
86714,8
86715,3
86716,7
86717,3
86718,7
86719,10
86720,11
86721,7
86722,24
86723,3
86724,2
86725,2
86726,4
86727,3
86728,14
86729,3
86730,7
86731,8
86732,11
86733,7
86734,7
86735,8
86736,9
86737,7
86738,15
86739,19
86740,11
86741,7
86742,4
86743,15
86744,8
86745,37
86746,18
86747,4
86748,8
86749,4
86750,11
86751,8
86752,7
86753,7
86754,2
86755,7
86756,11
86757,9
86758,10
86759,11
86760,7
86761,2
86762,4
86763,3
86764,10
86765,8
86766,2
86767,3
86768,8
86769,3
86770,7
86771,4
86772,22
86773,5
86774,7
86775,9
86776,10
86777,4
86778,4
86779,12
86780,9
86781,3
86782,11
86783,4
86784,9
86785,8
86786,5
86787,8
86788,10
86789,7
86790,5
86791,7
86792,2
86793,7
86794,9
86795,2
86796,15
86797,7
86798,11
86799,7
86800,4
86801,3
86802,4
86803,7
86804,8
86805,7
86806,7
86807,8
86808,3
86809,4
86810,8
86811,7
86812,3
86813,8
86814,7
86815,8
86816,7
86817,7
86818,5
86819,4
86820,5
86821,3
86822,4
86823,10
86824,7
86825,10
86826,7
86827,7
86828,9
86829,3
86830,8
86831,4
86832,3
86833,8
86834,4
86835,17
86836,3
86837,9
86838,16
86839,4
86840,8
86841,7
86842,7
86843,10
